Epoch,Accuracy,Precision,Recall,F1-Score
1,0.46994535519125685,0.46317516300389494,0.46994535519125685,0.33712131628510844
2,0.6300546448087432,0.5583284779733498,0.6300546448087432,0.5513165416531065
3,0.6409836065573771,0.5728318163401898,0.6409836065573771,0.5626420462301518
6,0.6459016393442623,0.6064125612393582,0.6459016393442623,0.6124714720556584
8,0.7207650273224043,0.698203484325178,0.7207650273224043,0.688071422127154
15,0.7098360655737705,0.7024211315063151,0.7098360655737705,0.6919436004736684
17,0.7442622950819672,0.7262013909130702,0.7442622950819672,0.7248793847530114
18,0.7540983606557377,0.7404287128493108,0.7540983606557377,0.7401666763537854
20,0.7721311475409836,0.8082954411205943,0.7721311475409836,0.7627642902663592
21,0.7743169398907104,0.7784955640038186,0.7743169398907104,0.7668785166328957
22,0.7961748633879782,0.7853381491709951,0.7961748633879782,0.7823015380530766
24,0.8109289617486338,0.8143786676367463,0.8109289617486338,0.8022156464023235
25,0.8229508196721311,0.8289297790219168,0.8229508196721311,0.8143142090952703
27,0.825136612021858,0.824080855772778,0.825136612021858,0.8143668934727437
28,0.8284153005464481,0.8297265378105492,0.8284153005464481,0.8228764760992962
29,0.839344262295082,0.8479052644953508,0.839344262295082,0.8391610457743983
32,0.8437158469945355,0.8426657056407248,0.8437158469945355,0.8418848294771419
34,0.8491803278688524,0.8573229963232483,0.8491803278688524,0.846952926992146
39,0.8448087431693989,0.862423401194728,0.8448087431693989,0.847889104043362
40,0.8568306010928962,0.8581047264005505,0.8568306010928962,0.853274760475481
42,0.8666666666666667,0.8680715781662758,0.8666666666666667,0.8648802067999857
44,0.8748633879781421,0.8812009168472088,0.8748633879781421,0.8723589215607032
49,0.8770491803278688,0.8784835803051667,0.8770491803278688,0.8752535405604047
1,0.6256830601092896,0.5549354889907558,0.6256830601092896,0.5439725780039196
2,0.6213114754098361,0.5802284842835409,0.6213114754098361,0.5445535705570911
3,0.6502732240437158,0.588799230594757,0.6502732240437158,0.5751928739320326
5,0.6316939890710382,0.627550639740275,0.6316939890710382,0.6027750828101804
8,0.660655737704918,0.6086512837339071,0.660655737704918,0.6296725093255708
11,0.6939890710382514,0.6432795508567231,0.6939890710382514,0.6476456270703729
18,0.7027322404371584,0.6832110236237997,0.7027322404371584,0.6641851614273808
19,0.7459016393442623,0.719898323628383,0.7459016393442623,0.7198671769877752
22,0.7502732240437159,0.7928377198084272,0.7502732240437159,0.7325702056534554
25,0.7475409836065574,0.798207644743972,0.7475409836065574,0.7371625413965333
29,0.7699453551912568,0.8076703554458714,0.7699453551912568,0.7598749398108299
30,0.7934426229508197,0.8397377753324858,0.7934426229508197,0.7773034427889148
32,0.805464480874317,0.8260045155826402,0.805464480874317,0.7911691536723241
33,0.8207650273224044,0.8223754336255534,0.8207650273224044,0.8174891851532025
34,0.8289617486338798,0.8397615075452244,0.8289617486338798,0.8178940293361671
37,0.8530054644808743,0.8578767222567351,0.8530054644808743,0.8494432935215046
40,0.8573770491803279,0.8570718231361956,0.8573770491803279,0.8547178991218456
45,0.8557377049180328,0.8571192484406726,0.8557377049180328,0.8548647971717142
47,0.8677595628415301,0.8794576173524155,0.8677595628415301,0.8665406237804902
48,0.8770491803278688,0.8809435872663323,0.8770491803278688,0.8760118279662436
52,0.8819672131147541,0.8834900947328606,0.8819672131147541,0.8799976786301187
58,0.8852459016393442,0.888268843214132,0.8852459016393442,0.8858179808600245
59,0.8885245901639345,0.8907670342021581,0.8885245901639345,0.8876216560791709
64,0.8890710382513661,0.8890239752972514,0.8890710382513661,0.8884420123300343
66,0.8912568306010928,0.8928152585434997,0.8912568306010928,0.8911492797955322
67,0.8945355191256831,0.896903688929193,0.8945355191256831,0.8927846497114621
70,0.9043715846994536,0.9043907673189474,0.9043715846994536,0.902972450485953
75,0.907103825136612,0.9076573506714907,0.907103825136612,0.9065549452211594
83,0.9109289617486339,0.9130645393582527,0.9109289617486339,0.9107031289501454
84,0.914207650273224,0.9153396070777305,0.914207650273224,0.913948420703607
85,0.9169398907103825,0.9182243009328342,0.9169398907103825,0.9160884802036551
92,0.9185792349726776,0.9194953993239744,0.9185792349726776,0.9176723511700222
93,0.919672131147541,0.9202942729470629,0.919672131147541,0.9191245765866801
98,0.9234972677595629,0.9238503273988664,0.9234972677595629,0.9230392544441473
