Epoch,Accuracy,Precision,Recall,F1-Score
1,0.601639344262295,0.5542900509164573,0.601639344262295,0.5314709511180956
2,0.6125683060109289,0.5516932666534764,0.6125683060109289,0.5325522250134691
3,0.6382513661202186,0.5283713480859782,0.6382513661202186,0.5560122780676099
4,0.6349726775956284,0.5707347089554978,0.6349726775956284,0.5607864645476834
7,0.6480874316939891,0.6065248568481639,0.6480874316939891,0.5746297979194092
12,0.6502732240437158,0.6375730198948552,0.6502732240437158,0.5794480159939589
19,0.6579234972677596,0.6169935840874057,0.6579234972677596,0.5853062936837019
22,0.6584699453551912,0.655326363451539,0.6584699453551912,0.5958230837026698
24,0.6628415300546449,0.6229704932422837,0.6628415300546449,0.5978503677127713
26,0.6650273224043716,0.6781785291309758,0.6650273224043716,0.6163613319692034
27,0.6650273224043716,0.6946441862220493,0.6650273224043716,0.6172263429086491
34,0.6715846994535519,0.6577299073864747,0.6715846994535519,0.6276615116063254
37,0.6797814207650273,0.692618862870116,0.6797814207650273,0.6293020598114665
39,0.66775956284153,0.6745102742671829,0.66775956284153,0.6310596877550219
40,0.6961748633879782,0.6999248050545888,0.6961748633879782,0.6686260941739013
41,0.6978142076502732,0.764410431785411,0.6978142076502732,0.6691431912748423
43,0.7349726775956285,0.7131913997690711,0.7349726775956285,0.7062719028280526
50,0.7497267759562841,0.7463146548369809,0.7497267759562841,0.7223512337778427
1,0.4726775956284153,0.44000855602494654,0.4726775956284153,0.3451212493775072
2,0.5967213114754099,0.5026923507938645,0.5967213114754099,0.5208237493204994
3,0.6360655737704918,0.6450581170786063,0.6360655737704918,0.627448351366526
5,0.7016393442622951,0.6447229136784114,0.7016393442622951,0.6618119103724752
9,0.7049180327868853,0.6622022165043885,0.7049180327868853,0.6618436443918405
12,0.7229508196721312,0.662279905775521,0.7229508196721312,0.6850971897129815
17,0.7344262295081967,0.7138741914486547,0.7344262295081967,0.6932536829225213
18,0.7273224043715847,0.6989301363295297,0.7273224043715847,0.6962360866470436
19,0.7355191256830601,0.7168194021677297,0.7355191256830601,0.7041241430608514
26,0.7612021857923498,0.7336778812824718,0.7612021857923498,0.7440719075040465
28,0.7710382513661203,0.7557759650953813,0.7710382513661203,0.7520347488044473
32,0.7928961748633879,0.7688485776437597,0.7928961748633879,0.7727002064509678
36,0.7939890710382513,0.7674763462975304,0.7939890710382513,0.7746415124663892
39,0.7945355191256831,0.7750485249469865,0.7945355191256831,0.7779756301709804
41,0.7989071038251366,0.8043503703338793,0.7989071038251366,0.7827004290360658
43,0.8027322404371585,0.8130625377237465,0.8027322404371585,0.7907183190890883
51,0.8038251366120218,0.8203652191055079,0.8038251366120218,0.7964990019917783
52,0.8158469945355191,0.8221959789191762,0.8158469945355191,0.8046137817636814
57,0.8278688524590164,0.8227638654293689,0.8278688524590164,0.8151824730593832
72,0.8273224043715847,0.8235945625854337,0.8273224043715847,0.8152405452093702
73,0.8278688524590164,0.8246570503602428,0.8278688524590164,0.8159397020894255
77,0.8289617486338798,0.8267047431885496,0.8289617486338798,0.8193610701348871
78,0.8300546448087431,0.8270010243536556,0.8300546448087431,0.8196942568974785
79,0.8300546448087431,0.8304883506597105,0.8300546448087431,0.8223962622630604
94,0.8316939890710382,0.8286276648697427,0.8316939890710382,0.8246782948607617
