Epoch,Accuracy,Precision,Recall,F1-Score
1,0.6234972677595628,0.5140756023693267,0.6234972677595628,0.5399599099766877
2,0.6491803278688525,0.6178003903408932,0.6491803278688525,0.5703779652231187
3,0.6469945355191257,0.5778818808480413,0.6469945355191257,0.5740790968530625
4,0.6830601092896175,0.6505645801524048,0.6830601092896175,0.6524288390529894
5,0.7420765027322405,0.6797511160609323,0.7420765027322405,0.6959153160833337
6,0.7431693989071039,0.7508825221097213,0.7431693989071039,0.7001195956558472
7,0.7387978142076502,0.7267537317972633,0.7387978142076502,0.7119823448183286
8,0.7666666666666667,0.7442151067028644,0.7666666666666667,0.7303404490640302
10,0.7644808743169399,0.7567860305146181,0.7644808743169399,0.7419943942529144
11,0.7863387978142077,0.79367815898894,0.7863387978142077,0.7821798441215652
13,0.8038251366120218,0.787163085025752,0.8038251366120218,0.7890936375594334
14,0.8256830601092896,0.8283861671251755,0.8256830601092896,0.8198667081822906
19,0.8573770491803279,0.8593369891789748,0.8573770491803279,0.8532998675882543
23,0.8759562841530054,0.8826672218929501,0.8759562841530054,0.8754571063764752
30,0.9016393442622951,0.9054262387651474,0.9016393442622951,0.9002470240034346
31,0.9032786885245901,0.902413453644658,0.9032786885245901,0.9018238792456846
32,0.9098360655737705,0.9106114576134585,0.9098360655737705,0.9075721509719766
36,0.914207650273224,0.9142285403869883,0.914207650273224,0.9132273808775463
41,0.9158469945355191,0.9168757861622735,0.9158469945355191,0.9141689046482507
43,0.9163934426229509,0.9166319240698482,0.9163934426229509,0.9152800868281249
44,0.921311475409836,0.9212234990788774,0.921311475409836,0.9202942727486714
49,0.9245901639344263,0.9243555019380375,0.9245901639344263,0.9233024198147199
50,0.9240437158469945,0.9272141033285671,0.9240437158469945,0.9236889111694687
1,0.6382513661202186,0.5372184371775895,0.6382513661202186,0.5542053379247605
2,0.6612021857923497,0.6456431115964744,0.6612021857923497,0.59385554774154
3,0.6721311475409836,0.6793410759140693,0.6721311475409836,0.6065888648356036
5,0.7185792349726776,0.7106627850973295,0.7185792349726776,0.6762462464857127
7,0.7049180327868853,0.7060751226169844,0.7049180327868853,0.6999670312985172
8,0.7349726775956285,0.7689128778487909,0.7349726775956285,0.7046952722627017
11,0.740983606557377,0.7387816163918931,0.740983606557377,0.7306727959772089
12,0.7781420765027323,0.7739061160282005,0.7781420765027323,0.7648655274055591
13,0.780327868852459,0.7842866388696642,0.780327868852459,0.7695724910149636
14,0.7989071038251366,0.8338866389935528,0.7989071038251366,0.7851705138564838
15,0.7907103825136612,0.832822821615851,0.7907103825136612,0.7881133799388877
16,0.8043715846994536,0.8317142252342908,0.8043715846994536,0.7940055575949444
17,0.8163934426229508,0.8673332809810836,0.8163934426229508,0.8015541752859241
19,0.8448087431693989,0.8584288767834185,0.8448087431693989,0.841740185331352
23,0.8765027322404372,0.8798960576185605,0.8765027322404372,0.8742913169427146
24,0.8846994535519126,0.8920131727523385,0.8846994535519126,0.8843027700892311
29,0.8907103825136612,0.9015403378408228,0.8907103825136612,0.8887121802775356
34,0.8961748633879781,0.901004641288956,0.8961748633879781,0.8954364679848386
36,0.9027322404371585,0.9040796371713776,0.9027322404371585,0.9016702500183164
44,0.9098360655737705,0.9139093923462406,0.9098360655737705,0.9095023173450824
46,0.9191256830601093,0.9217384227151084,0.9191256830601093,0.9181262199096294
47,0.9191256830601093,0.9211354024196298,0.9191256830601093,0.9186964047730091
48,0.9202185792349726,0.9221855127928732,0.9202185792349726,0.9193764068985971
52,0.9202185792349726,0.9220089650172801,0.9202185792349726,0.9198740093481917
54,0.9224043715846995,0.923540937553844,0.9224043715846995,0.9214121240622917
58,0.9295081967213115,0.9300362673094033,0.9295081967213115,0.9280037171748947
59,0.9344262295081968,0.9352242643358326,0.9344262295081968,0.9342111529946331
67,0.9360655737704918,0.9358060831064666,0.9360655737704918,0.9357528445146205
68,0.9393442622950819,0.9398854106049136,0.9393442622950819,0.9386530485817393
75,0.9393442622950819,0.9401008582602747,0.9393442622950819,0.93943617024145
78,0.9393442622950819,0.9400963229555508,0.9393442622950819,0.9395752594019253
80,0.9404371584699454,0.9427907011836856,0.9404371584699454,0.9410656763344534
84,0.9426229508196722,0.9427079866406539,0.9426229508196722,0.9426271459322061
89,0.9442622950819672,0.9455224252070135,0.9442622950819672,0.9443503077402069
