Epoch,Accuracy,Precision,Recall,F1-Score
1,0.6868852459016394,0.6624303898670993,0.6868852459016394,0.6459636454014582
6,0.6994535519125683,0.7475481006524912,0.6994535519125683,0.657312588705991
7,0.7491803278688525,0.7312134666625618,0.7491803278688525,0.7181092893472952
8,0.7672131147540984,0.743011786081075,0.7672131147540984,0.7365289491021493
15,0.7765027322404372,0.7611138943368042,0.7765027322404372,0.7531966883660065
16,0.8010928961748633,0.7829707226206518,0.8010928961748633,0.7796376251814069
17,0.8087431693989071,0.7998567062543736,0.8087431693989071,0.7945030979933402
18,0.8229508196721311,0.8136651974061113,0.8229508196721311,0.8132912355888242
19,0.833879781420765,0.8242465003710215,0.833879781420765,0.8207914148332086
22,0.8371584699453551,0.8426047503717305,0.8371584699453551,0.8317845096054091
25,0.8420765027322404,0.8410026452234748,0.8420765027322404,0.8398541561994659
26,0.846448087431694,0.8458872146412947,0.846448087431694,0.8407981922601112
28,0.8508196721311475,0.8578361875285679,0.8508196721311475,0.8463988650908395
31,0.8628415300546448,0.868968166204415,0.8628415300546448,0.8597163914377541
32,0.8644808743169399,0.8671948515926207,0.8644808743169399,0.8633768310013099
37,0.8830601092896175,0.8847880181707356,0.8830601092896175,0.8813011987351876
42,0.8852459016393442,0.8864977341611917,0.8852459016393442,0.8842911741814073
44,0.8863387978142077,0.8880353706690388,0.8863387978142077,0.8863463929117747
48,0.892896174863388,0.8937054792911225,0.892896174863388,0.8915379584691699
50,0.8972677595628415,0.8979429406270882,0.8972677595628415,0.8961732234238808
