Epoch,Accuracy,Precision,Recall,F1-Score
1,0.5366120218579234,0.5176301995683955,0.5366120218579234,0.45254408790777023
2,0.6213114754098361,0.5297257327185562,0.6213114754098361,0.5389257865864386
3,0.6333333333333333,0.5715272996724446,0.6333333333333333,0.5571701945792774
4,0.6562841530054645,0.6588469846497025,0.6562841530054645,0.5788291010908286
5,0.6584699453551912,0.6505569582032721,0.6584699453551912,0.603303533395331
12,0.726775956284153,0.7035791069475028,0.726775956284153,0.7013785883940159
14,0.7754098360655738,0.7591308144611082,0.7754098360655738,0.76245843045138
18,0.7989071038251366,0.7760272866841794,0.7989071038251366,0.7834754242517403
21,0.8180327868852459,0.8485601850193901,0.8180327868852459,0.8067232245991982
24,0.8131147540983606,0.8214519385850131,0.8131147540983606,0.8074205780048245
26,0.839344262295082,0.8665127100891172,0.839344262295082,0.8317138001034157
28,0.8415300546448088,0.8563184347709948,0.8415300546448088,0.8368753938732969
29,0.8453551912568306,0.846128544877182,0.8453551912568306,0.8389129117152281
30,0.848087431693989,0.8595269319957006,0.848087431693989,0.8417797258842404
31,0.8546448087431694,0.8628367990666045,0.8546448087431694,0.8520779907170114
35,0.8661202185792349,0.8720487514407912,0.8661202185792349,0.8643052316030801
38,0.8765027322404372,0.8788914586108564,0.8765027322404372,0.8729095256928566
45,0.8846994535519126,0.8878896293003848,0.8846994535519126,0.882763266177216
46,0.8846994535519126,0.8847563998251974,0.8846994535519126,0.8829171110469286
48,0.892896174863388,0.8993631130265042,0.892896174863388,0.8927135438271246
50,0.8961748633879781,0.8991256010196736,0.8961748633879781,0.8945512958871862
