Epoch,Accuracy,Precision,Recall,F1-Score
1,0.6032786885245902,0.5717955943815277,0.6032786885245902,0.5219425302315563
2,0.6311475409836066,0.5700451099962082,0.6311475409836066,0.5685121374272855
5,0.651912568306011,0.5929480073125634,0.651912568306011,0.5767134444712729
6,0.6601092896174864,0.6469367130508265,0.6601092896174864,0.5945753135520667
8,0.660655737704918,0.6317967192090524,0.660655737704918,0.6038515093509625
11,0.6721311475409836,0.6224686434652466,0.6721311475409836,0.60393086128474
13,0.6644808743169399,0.6033282900489269,0.6644808743169399,0.6240799816271237
14,0.7092896174863388,0.6724419177192353,0.7092896174863388,0.6687912088941778
18,0.7005464480874317,0.679981384371924,0.7005464480874317,0.6765203537677009
22,0.7114754098360656,0.7258220159877257,0.7114754098360656,0.6801239094867867
23,0.7491803278688525,0.7612501557935043,0.7491803278688525,0.7148187798072784
25,0.7448087431693989,0.7318883476575642,0.7448087431693989,0.7348027250210686
27,0.7519125683060109,0.7336450411305006,0.7519125683060109,0.737252117225277
34,0.7868852459016393,0.7896343892301737,0.7868852459016393,0.7770960034287325
35,0.8109289617486338,0.7844551657461142,0.8109289617486338,0.7940364456059457
36,0.8147540983606557,0.8204001744842407,0.8147540983606557,0.7962661230103937
37,0.8240437158469945,0.8373240136187041,0.8240437158469945,0.8147594233343827
39,0.8311475409836065,0.815028523553933,0.8311475409836065,0.8171178366350087
40,0.8426229508196721,0.8471758449529543,0.8426229508196721,0.8368978916218758
43,0.8431693989071039,0.851076625025811,0.8431693989071039,0.8422845950265925
46,0.8661202185792349,0.867325728561093,0.8661202185792349,0.8611906059834835
48,0.8699453551912568,0.8723679037861107,0.8699453551912568,0.867674237900126
49,0.8688524590163934,0.8732805952564037,0.8688524590163934,0.8680070659415801
