Epoch,Accuracy,Precision,Recall,F1-Score
1,0.5158469945355191,0.4233947919067218,0.5158469945355191,0.3973978936333986
3,0.521311475409836,0.4579765637403021,0.521311475409836,0.4449889857736355
5,0.5983606557377049,0.5414635674003181,0.5983606557377049,0.5195023338676134
6,0.601639344262295,0.524493672461363,0.601639344262295,0.5355242005570283
8,0.6295081967213115,0.5670584371420236,0.6295081967213115,0.5536885796902385
9,0.639344262295082,0.5804840017339846,0.639344262295082,0.5867658627313762
16,0.6420765027322405,0.6454251939350745,0.6420765027322405,0.5899343609315183
19,0.666120218579235,0.6787562668108809,0.666120218579235,0.6062043118159132
23,0.666120218579235,0.6548384457549934,0.666120218579235,0.6217564732248702
24,0.6972677595628415,0.6950240604030193,0.6972677595628415,0.6682380937961878
27,0.7109289617486338,0.7030055378404914,0.7109289617486338,0.6781340993998549
31,0.7147540983606557,0.698810645389032,0.7147540983606557,0.702057856684058
33,0.7245901639344262,0.7065736333480485,0.7245901639344262,0.7051011006383485
34,0.7377049180327869,0.7224600086702803,0.7377049180327869,0.7191157642770922
40,0.7442622950819672,0.7247619589401374,0.7442622950819672,0.7300791190895247
42,0.7573770491803279,0.73860921611738,0.7573770491803279,0.7337035236934949
44,0.7612021857923498,0.7554525972046968,0.7612021857923498,0.7478389801116967
47,0.7781420765027323,0.7531461969904955,0.7781420765027323,0.7625091963830565
50,0.805464480874317,0.7784855403929947,0.805464480874317,0.788866690314152
