epoch,avg_loss,avg_grad_norm,valid_batches,learning_rate
1,5.405155853742964,17.07841032435385,890,5e-06
2,4.574172235338875,14.03327658256788,890,5e-06
3,4.238574528158381,13.736937817562833,890,5e-06
4,3.9938076946172822,13.746199869841671,890,5e-06
5,3.8218596262878246,13.659253879611411,890,5e-06
6,3.7366002238198615,13.918544837330165,890,5e-06
7,3.652190516771895,14.55488803600997,890,5e-06
8,3.6158148894149265,14.677547202217445,890,5e-06
9,3.5497977280884645,15.726072843958823,890,5e-06
10,3.479517985461803,14.107549495643445,890,5e-06
11,3.4334004712908457,14.812929384895925,890,5e-06
12,3.36335742018196,14.406224384736479,890,5e-06
13,3.368917489587591,15.186972996626007,890,5e-06
14,3.321984527352151,15.014299692732564,890,5e-06
15,3.3049731163496383,14.87500597787707,890,5e-06
16,3.292850669582238,15.62932109270203,890,5e-06
17,3.255464197812455,15.85847440864263,890,5e-06
18,3.1928741564911403,15.505644282330287,890,5e-06
19,3.1984090665752967,16.169163056705774,890,5e-06
20,3.16321272689305,15.575690137670282,890,5e-06
21,3.162775421410464,16.549305045470764,890,5e-06
22,3.1365480741758027,16.588908362924382,890,5e-06
23,3.1025577713934225,15.89853092338262,890,5e-06
24,3.09118431659227,16.318065519011423,890,5e-06
25,3.0738855482487195,16.741237504830522,890,5e-06
26,3.0540642491887127,16.458480313922582,890,5e-06
27,3.043431477600269,17.272523477104272,890,5e-06
28,3.0164409942841264,16.58274133258991,890,5e-06
29,3.0271394834089813,16.47398663424374,890,5e-06
30,2.9929960623216094,16.73505606865615,890,5e-06
31,2.9915979688087204,16.704900338944423,890,5e-06
32,2.978272477964337,17.022473423132734,890,5e-06
33,2.9833046305045654,17.961361205443907,890,5e-06
34,2.9764066580975994,17.44049228898595,890,5e-06
35,2.9361829074581016,16.927117158857623,890,5e-06
36,2.9102549946709964,17.20658907408125,890,5e-06
37,2.917183199893223,17.556655985853645,890,5e-06
38,2.9263565449232467,18.094034313084034,890,5e-06
39,2.9123165296704583,18.18580964951033,890,5e-06
40,2.8596320599652407,17.309236322895863,890,5e-06
41,2.8774721105446974,18.613119075539405,890,5e-06
42,2.889803883466828,18.13369340601932,890,5e-06
43,2.8878220515304736,18.61211087489396,890,5e-06
44,2.8640376391035787,18.008036308877923,890,5e-06
45,2.8565607475430776,18.400763818923007,890,5e-06
46,2.8452016318781994,18.876541949390024,890,5e-06
47,2.840659664454085,18.150174810645286,890,5e-06
48,2.817128465416726,18.499931712096995,890,5e-06
49,2.8183219529269787,18.81531014978216,890,5e-06
50,2.798527785365501,19.36760201105911,890,5e-06
51,2.8139523157912696,18.04762991680188,890,5e-06
52,2.8235174760389863,18.77918873502967,890,5e-06
53,2.7805692935257813,18.05482146123822,890,5e-06
54,2.7837286804499253,19.05309472459086,890,5e-06
55,2.789996599347404,19.251566276925335,890,5e-06
56,2.810805447181959,19.77716713299912,890,5e-06
57,2.78190691122848,19.03378104440282,890,5e-06
58,2.763950149396832,19.234925774509986,890,5e-06
59,2.7805728162272594,19.295397808846463,890,5e-06
60,2.754103896323215,19.46704302610976,890,5e-06
61,2.783466295981675,19.894340829634935,890,5e-06
62,2.759691833378224,20.012276566430423,890,5e-06
63,2.74198345495074,18.708994242046657,890,5e-06
64,2.7349516956993702,19.485147775157113,890,5e-06
65,2.732642882861448,19.866132257493692,890,5e-06
66,2.757781656672446,20.2327988715654,890,5e-06
67,2.7075435974624718,19.67676212814417,890,5e-06
68,2.7257673035846666,20.041452993435804,890,5e-06
69,2.745027951444133,20.5222886704327,890,5e-06
70,2.723286674531658,20.32151300987501,890,5e-06
71,2.7182323636633625,19.72374512104506,890,5e-06
72,2.728705169913474,20.573612436015953,890,5e-06
73,2.714400351047516,20.674242288878794,890,5e-06
74,2.70860396958469,19.950941386383573,890,5.000000000000001e-07
75,2.6960526928473056,20.033742458097052,890,5.000000000000001e-07
76,2.6994335903210587,19.584003135059657,890,5.000000000000001e-07
77,2.6875433412830483,19.967375957296134,890,5.000000000000001e-07
78,2.7070708102054812,19.67095580087619,890,5.000000000000001e-07
79,2.7152734070681452,20.649618339538574,890,5.000000000000001e-07
80,2.7181560158729554,19.757805368605624,890,5.000000000000001e-07
81,2.6977857213341787,20.21350292730867,890,5.000000000000001e-07
82,2.708591121234251,20.29651709915547,890,5.000000000000001e-07
83,2.70536389833086,19.758676009767512,890,5.000000000000001e-07
84,2.7179299043805414,20.803704950514803,890,5.000000000000001e-08
85,2.7178544012348302,20.132836203628713,890,5.000000000000001e-08
86,2.682502708006441,19.556147752451093,890,5.000000000000001e-08
87,2.6988115782148383,19.647569795672812,890,5.000000000000001e-08
88,2.692400017749058,19.3762501673752,890,5.000000000000001e-08
89,2.7009338177991715,20.017742258511234,890,5.000000000000001e-08
90,2.687277176942718,19.93277817924371,890,5.000000000000001e-08
91,2.7007590058144557,21.237345227498686,890,5.000000000000001e-08
92,2.699999651748143,18.950098722436454,890,5.000000000000001e-08
93,2.695001151722469,19.99819681430131,890,5.000000000000002e-09
94,2.72518041107092,20.879152291276483,890,5.000000000000002e-09
95,2.7309521819768325,20.207961464999766,890,5.000000000000002e-09
96,2.658856786234995,19.47070221150859,890,5.000000000000002e-09
97,2.6716864821616184,19.820786239056105,890,5.000000000000002e-09
98,2.6786494844415216,20.0369822641437,890,5.000000000000002e-09
99,2.6886145615845582,19.523084236798663,890,5.000000000000002e-09
100,2.6894207038236466,19.77992392175653,890,5.000000000000002e-09
