epoch,avg_loss,avg_grad_norm,valid_batches,learning_rate
1,0.41285671524787215,3.881114300181357,890,5e-06
2,0.18874847202488546,4.361428133825238,890,5e-06
3,-0.0482945777057262,4.88233122222879,890,5e-06
4,-0.24914583701096224,5.323941487274813,890,5e-06
5,-0.3999660408898686,5.0474353681789355,890,5e-06
6,-0.4976471922035967,4.9588061467985085,890,5e-06
7,-0.5971762016583024,4.544326894068986,890,5e-06
8,-0.6648435333806477,4.138460972603787,890,5e-06
9,-0.7123306118035584,4.042574498693595,890,5e-06
10,-0.751326039600908,4.040629926290405,890,5e-06
11,-0.7805570723970284,3.80655811616544,890,5e-06
12,-0.8061225899149863,3.6888053535745384,890,5e-06
13,-0.8103690233458294,3.8809955072536897,890,5e-06
14,-0.8188508960973011,3.6554236123568558,890,5e-06
15,-0.8335255471508155,3.7002024607209676,890,5e-06
16,-0.8320182663671086,3.762038641632273,890,5e-06
17,-0.8418491572811363,3.649355026024781,890,5e-06
18,-0.8515226164225782,3.613513912461447,890,5e-06
19,-0.8511157384079494,3.593507202848625,890,5e-06
20,-0.8511457757333691,3.8375168479727897,890,5e-06
21,-0.8618454538369447,3.5921740234902737,890,5e-06
22,-0.8688552896963077,3.6020934895015833,890,5e-06
23,-0.8664271543200096,3.6594200899594287,890,5e-06
24,-0.8734720222400816,3.5219487628407693,890,5e-06
25,-0.8703363663359974,3.6147195270054797,890,5e-06
26,-0.8762036096179083,3.4691241180377728,890,5e-06
27,-0.8791419892833474,3.4265412593992908,890,5e-06
28,-0.880297356475605,3.4186805640964697,890,5e-06
29,-0.8920027076193456,3.1575684708825658,890,5e-06
30,-0.8791152802745947,3.5321011499575015,890,5e-06
31,-0.8913928468575638,3.233577456157864,890,5e-06
32,-0.8820325098010932,3.364913334814685,890,5e-06
33,-0.893706752510553,3.189820533036516,890,5e-06
34,-0.8855226561929402,3.2724004410625844,890,5e-06
35,-0.8878697332036629,3.3639662400683323,890,5e-06
36,-0.8961810929051945,3.0710415829433484,890,5e-06
37,-0.8980945360794496,3.1033242114139408,890,5e-06
38,-0.8953359833594119,3.240563455265894,890,5e-06
39,-0.9006421346677823,3.0620369416358098,890,5e-06
40,-0.9031696661469641,3.021468794237027,890,5e-06
41,-0.8937117148986023,3.330484484797448,890,5e-06
42,-0.9071671611807319,2.996955325400059,890,5e-06
43,-0.9014184576741765,3.3099321393107766,890,5e-06
44,-0.9033019737916046,2.898517578790027,890,5e-06
45,-0.9054519467139512,2.9302464818770297,890,5e-06
46,-0.9007163623745522,3.236141794610224,890,5e-06
47,-0.9079915019233575,2.9339136831629813,890,5e-06
48,-0.9037663242790136,2.935583612984151,890,5e-06
49,-0.9067331996191753,2.9136114272885445,890,5e-06
50,-0.9040925369168935,3.0483710621724303,890,5e-06
51,-0.9021640558256192,3.2945251361665764,890,5e-06
52,-0.9078651621435465,2.905026858860857,890,5e-06
53,-0.9078220944726065,2.9548185003984178,890,5e-06
54,-0.912475443087267,2.794270928425903,890,5.000000000000001e-07
55,-0.9130532898929682,2.857225209173192,890,5.000000000000001e-07
56,-0.915506807739815,2.763423768150505,890,5.000000000000001e-07
57,-0.9125887197055174,2.8194587280785433,890,5.000000000000001e-07
58,-0.9043112706267432,3.0504803376042107,890,5.000000000000001e-07
59,-0.9140808022424076,2.7986139731084028,890,5.000000000000001e-07
60,-0.9097514692986949,3.0205490196186506,890,5.000000000000001e-07
61,-0.9104336563455925,3.021714053277889,890,5.000000000000001e-07
62,-0.91308212504628,2.844821625985624,890,5.000000000000001e-07
63,-0.9085133604119333,3.0594846622076597,890,5.000000000000001e-08
64,-0.9138483704810731,2.871086929571093,890,5.000000000000001e-08
65,-0.9099251010444727,2.821742355497031,890,5.000000000000001e-08
66,-0.9103598163703854,2.859790018460389,890,5.000000000000001e-08
67,-0.9169728642769074,2.8086162569817534,890,5.000000000000001e-08
68,-0.904248333111238,3.0037421598904923,890,5.000000000000001e-08
69,-0.9127185216780459,2.952965692472592,890,5.000000000000001e-08
70,-0.9110856165376942,2.995024732031514,890,5.000000000000001e-08
71,-0.9087576669923375,3.0297764994790044,890,5.000000000000001e-08
72,-0.9118239728587397,2.829548441388466,890,5.000000000000001e-08
73,-0.9122951725560627,2.99387038805093,890,5.000000000000001e-08
74,-0.911495175656308,2.9305289438810576,890,5.000000000000002e-09
75,-0.9145820967267069,2.900146643068181,890,5.000000000000002e-09
76,-0.9129358307364281,2.9338741195796247,890,5.000000000000002e-09
77,-0.9129446593563209,2.897863656148482,890,5.000000000000002e-09
78,-0.9151094547148501,2.718046985194087,890,5.000000000000002e-09
79,-0.916227206922649,2.8038578890138464,890,5.000000000000002e-09
80,-0.9120825839176606,2.9473720775142813,890,5.000000000000002e-09
81,-0.9114706479766396,2.7943270472035313,890,5.000000000000002e-09
82,-0.9114872580163934,3.05849536925638,890,5.000000000000002e-09
83,-0.9143759082542376,2.750647393329425,890,5.000000000000002e-09
84,-0.9114093697138047,2.896189756812842,890,5.000000000000002e-09
85,-0.9112450554464641,2.932621288416761,890,5.000000000000002e-09
86,-0.9192693398909623,2.654244755581021,890,5.000000000000002e-09
87,-0.9069127050343524,3.058105065460118,890,5.000000000000002e-09
88,-0.9117653617363297,2.8614913935574253,890,5.000000000000002e-09
89,-0.9096523144941652,3.1469766432314774,890,5.000000000000002e-09
90,-0.9135387380136533,2.834537040894286,890,5.000000000000002e-09
91,-0.9139015719461977,2.9114998176442772,890,5.000000000000002e-09
92,-0.9168062632003527,2.772946735354287,890,5.000000000000002e-09
93,-0.9115347744038935,2.9800770912235706,890,5.000000000000002e-09
94,-0.9172511301683576,2.8178131962801967,890,5.000000000000002e-09
95,-0.9147260293531954,2.8646415193010584,890,5.000000000000002e-09
96,-0.9134949442375911,2.927123869030496,890,5.000000000000002e-09
97,-0.9090106152416615,3.02447358717242,890,5.000000000000002e-09
98,-0.9209369395556075,2.668592397211475,890,5.000000000000002e-09
99,-0.9145259603355708,2.888595692026481,890,5.000000000000002e-09
100,-0.9142820514654846,2.7760186347147724,890,5.000000000000002e-09
