epoch,avg_loss,avg_grad_norm,valid_batches,learning_rate
1,0.9006500705574335,4.677546449457662,890,5e-06
2,0.31476086378097534,4.580174692293231,890,5e-06
3,-0.04413940133003706,5.058795927749591,890,5e-06
4,-0.225567209251811,5.306206024999029,890,5e-06
5,-0.33814622076709616,5.371989490242487,890,5e-06
6,-0.40673012147458754,5.5806582587488585,890,5e-06
7,-0.433377376701055,5.884418609771836,890,5e-06
8,-0.4770384990767147,5.760872403490409,890,5e-06
9,-0.4775011006700859,6.153191761354382,890,5e-06
10,-0.5138927758409736,5.777390561478861,890,5e-06
11,-0.5007254640038094,6.0465893466820875,890,5e-06
12,-0.5145434504479505,6.07023310108801,890,5e-06
13,-0.5419813194971406,5.916688246439012,890,5e-06
14,-0.5447641352924069,5.973464881905009,890,5e-06
15,-0.567734069435784,5.9635981473360165,890,5e-06
16,-0.5492400336131621,6.331892952122045,890,5e-06
17,-0.5600434996103972,6.18225715009684,890,5e-06
18,-0.5782231985852959,5.993504302722685,890,5e-06
19,-0.5834915708959773,5.915115574169695,890,5e-06
20,-0.5643340021371841,6.195233010542527,890,5e-06
21,-0.589652099167363,5.883149402329091,890,5e-06
22,-0.5999218629317338,5.978970674952764,890,5e-06
23,-0.5821940673870987,6.030572811137424,890,5e-06
24,-0.6097311024585467,5.711953568793414,890,5e-06
25,-0.6003243071979352,6.219948853033312,890,5e-06
26,-0.614865150177077,5.830323563566369,890,5e-06
27,-0.6322366651859176,5.664288014140022,890,5e-06
28,-0.6104172492295169,6.006872963135162,890,5e-06
29,-0.620933775486571,5.844465256239591,890,5e-06
30,-0.6237267273530531,5.816134348980497,890,5e-06
31,-0.6357103823610906,5.616423896122514,890,5e-06
32,-0.632615920700384,5.864410901806328,890,5e-06
33,-0.6391847367367048,5.516341953163736,890,5e-06
34,-0.6510490009623967,5.557326976536365,890,5e-06
35,-0.6475995857394143,5.450590118096116,890,5e-06
36,-0.653017275219553,5.384693280046576,890,5e-06
37,-0.6533016139536761,5.479577836528253,890,5e-06
38,-0.6687753197517288,5.156253245138051,890,5e-06
39,-0.6588723403349351,5.565215443493275,890,5e-06
40,-0.6665584379367614,5.467337228374535,890,5e-06
41,-0.6652524297491887,5.581224164467179,890,5e-06
42,-0.6668181994657838,5.3072705922836665,890,5e-06
43,-0.6701096702492639,5.338257687245862,890,5e-06
44,-0.6714859901854161,5.345942072553581,890,5e-06
45,-0.6742663297090637,5.242060879676529,890,5e-06
46,-0.6725198556867878,5.327069019902958,890,5e-06
47,-0.67930614030763,5.367168403843816,890,5e-06
48,-0.6833861428365279,5.256378147776207,890,5e-06
49,-0.6856306974807482,5.192127948664547,890,5e-06
50,-0.6869551641217778,5.097669736689396,890,5e-06
51,-0.6950620996483257,5.138589258609193,890,5e-06
52,-0.6920351869604561,5.070968673972601,890,5e-06
53,-0.6852837769503004,5.2223285849509615,890,5e-06
54,-0.6847000287824803,5.457925522796224,890,5e-06
55,-0.6891157870212298,5.227003747375494,890,5e-06
56,-0.6811936575710104,5.46213851587826,890,5e-06
57,-0.696966954128126,5.022161163406426,890,5e-06
58,-0.6905320149459196,5.335309593094869,890,5e-06
59,-0.6938917083016942,5.1446975981921295,890,5e-06
60,-0.6887597231047877,5.483846418174465,890,5e-06
61,-0.7091952076118984,4.875982860166036,890,5e-06
62,-0.6967767342087928,5.165951524691636,890,5e-06
63,-0.704284453492486,4.999644984924392,890,5e-06
64,-0.7040768429134668,5.084643031807428,890,5e-06
65,-0.700418219204699,5.069308630619826,890,5e-06
66,-0.7000742661149314,5.238072130318438,890,5e-06
67,-0.7037641307946002,5.219160052430763,890,5e-06
68,-0.716197773445858,4.8717012308956535,890,5.000000000000001e-07
69,-0.7127330199051439,4.858730224578568,890,5.000000000000001e-07
70,-0.6976469999618744,5.327627060118686,890,5.000000000000001e-07
71,-0.7067957793058974,5.090333696128277,890,5.000000000000001e-07
72,-0.7043902271919036,5.171500332904666,890,5.000000000000001e-07
73,-0.7008796183580763,5.22122027147352,890,5.000000000000001e-07
74,-0.6968804420045253,5.383261305964395,890,5.000000000000001e-07
75,-0.7066562473439099,5.148603671320369,890,5.000000000000001e-08
76,-0.7056982455628642,5.100059415065171,890,5.000000000000001e-08
77,-0.7150078752067651,4.92539360238595,890,5.000000000000001e-08
78,-0.7128332333283478,4.937442736076505,890,5.000000000000001e-08
79,-0.7070662959572974,5.026125244478162,890,5.000000000000001e-08
80,-0.7113114327192307,5.088133943616675,890,5.000000000000001e-08
81,-0.710137830155619,5.1646785123629515,890,5.000000000000002e-09
82,-0.7174626397952605,4.914964453524418,890,5.000000000000002e-09
83,-0.7048902347516478,5.2118823990058365,890,5.000000000000002e-09
84,-0.7202308795090472,4.930491897664713,890,5.000000000000002e-09
85,-0.7190510656056779,4.928536863809221,890,5.000000000000002e-09
86,-0.7099092173777269,5.158300788750809,890,5.000000000000002e-09
87,-0.707848292120387,5.141689915235123,890,5.000000000000002e-09
88,-0.7121708571576001,5.041947729600949,890,5.000000000000002e-09
89,-0.7081385128618626,5.055244960041528,890,5.000000000000002e-09
90,-0.7017463872606835,5.336314256238134,890,5.000000000000002e-09
91,-0.7041417686457044,5.133019247383214,890,5.000000000000002e-09
92,-0.7206203524651152,4.868642526329233,890,5.000000000000002e-09
93,-0.703521546922373,5.3061930472931165,890,5.000000000000002e-09
94,-0.71312534829204,4.990671520554618,890,5.000000000000002e-09
95,-0.7115993735495578,4.964819976653946,890,5.000000000000002e-09
96,-0.7166849639978302,4.946219213424104,890,5.000000000000002e-09
97,-0.7103548188557786,5.048102767581351,890,5.000000000000002e-09
98,-0.7187060411391634,4.856698548324992,890,5.000000000000002e-09
99,-0.7027019639698308,5.232811475570283,890,5.000000000000002e-09
100,-0.7146134766969788,4.976798035254639,890,5.000000000000002e-09
